meat and dairy production by tech
scenario,region,subsector,technology,output,sector,1990,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100,Units,
"Reference,date=2024-14-2T14:22:30-08:00",Africa_Eastern,Mixed,FeedCrops,Beef,Beef,0.0123841,0.0184554,0.0255638,0.0384381,0.0433663,0.0560806,0.0837106,0.118805,0.145012,0.186668,0.232409,0.27978,0.327174,0.365278,0.437691,0.508704,0.545228,0.6581,0.710274,0.741425,0.910364,Mt,
"Reference,date=2024-14-2T14:22:30-08:00",Africa_Eastern,Mixed,FeedCrops,Dairy,Dairy,0.223711,0.331765,0.415734,0.460871,0.482979,0.569558,0.768977,1.00051,1.12843,1.3523,1.59782,1.83833,2.08276,2.28614,2.70262,3.11675,3.3365,4.02558,4.37705,4.60273,5.6315,Mt,
"Reference,date=2024-14-2T14:22:30-08:00",Africa_Eastern,Mixed,FeedCrops,Pork,Pork,0.0199811,0.0340869,0.0479256,0.0631631,0.069813,0.0818613,0.101245,0.122197,0.138344,0.160291,0.183307,0.206108,0.230317,0.251006,0.281745,0.308406,0.327015,0.362504,0.381903,0.393725,0.430055,Mt,
"Reference,date=2024-14-2T14:22:30-08:00",Africa_Eastern,Mixed,FeedCrops,Poultry,Poultry,0.171982,0.171075,0.233658,0.320841,0.364273,0.427717,0.52123,0.622877,0.71863,0.837693,0.965193,1.09955,1.23717,1.3618,1.51808,1.67048,1.79197,1.9547,2.06269,2.14856,2.29337,Mt,
"Reference,date=2024-14-2T14:22:30-08:00",Africa_Eastern,Mixed,FeedCrops,SheepGoat,SheepGoat,0.004639,0.0079984,0.0102357,0.0097769,0.010972,0.012952,0.016097,0.0196377,0.0230051,0.0274508,0.0324495,0.0380194,0.0438797,0.0498175,0.0573917,0.0649797,0.0712487,0.0798779,0.0866288,0.0917913,0.100093,Mt,
"Reference,date=2024-14-2T14:22:30-08:00",Africa_Eastern,Mixed,FodderHerb_Residue,Beef,Beef,0.0102537,0.0260894,0.0412998,0.0712015,0.0868694,0.107611,0.137279,0.176672,0.226948,0.284822,0.351647,0.428871,0.501306,0.594437,0.677939,0.75012,0.815268,0.886231,0.962221,1.02254,1.07857,Mt,
"Reference,date=2024-14-2T14:22:30-08:00",Africa_Eastern,Mixed,FodderHerb_Residue,Dairy,Dairy,0.908659,1.79915,2.36671,2.7535,3.10638,3.49958,4.01863,4.72653,5.60326,6.54453,7.66773,8.93186,10.1149,11.778,13.2395,14.5143,15.7384,17.0756,18.6432,19.9241,20.9084,Mt,
"Reference,date=2024-14-2T14:22:30-08:00",Africa_Eastern,Mixed,FodderHerb_Residue,Pork,Pork,0.0819887,0.107269,0.126895,0.142714,0.159963,0.178844,0.200292,0.228103,0.261514,0.293873,0.329631,0.368403,0.405577,0.454887,0.494719,0.523769,0.554803,0.583527,0.61897,0.645768,0.657243,Mt,
"Reference,date=2024-14-2T14:22:30-08:00",Africa_Eastern,Mixed,FodderHerb_Residue,Poultry,Poultry,0.241393,0.284119,0.329694,0.423789,0.498889,0.580187,0.675352,0.785337,0.924351,1.06581,1.22111,1.39777,1.56921,1.77381,1.94455,2.10664,2.27689,2.39724,2.55118,2.68991,2.72863,Mt,
"Reference,date=2024-14-2T14:22:30-08:00",Africa_Eastern,Mixed,FodderHerb_Residue,SheepGoat,SheepGoat,0.006259,0.0134626,0.0196109,0.0214391,0.0249492,0.0293761,0.0353188,0.0422504,0.0505047,0.0598238,0.07045,0.0830641,0.0958547,0.111615,0.126982,0.142217,0.157352,0.171267,0.187466,0.201045,0.209687,Mt,
"Reference,date=2024-14-2T14:22:30-08:00",Africa_Eastern,Mixed,Pasture_FodderGrass,Beef,Beef,0.0849829,0.167223,0.251046,0.4115,0.45833,0.505965,0.568711,0.638876,0.710255,0.784372,0.857827,0.922748,0.981883,1.02483,1.06559,1.09394,1.11397,1.14477,1.14464,1.15247,1.18666,Mt,
"Reference,date=2024-14-2T14:22:30-08:00",Africa_Eastern,Mixed,Pasture_FodderGrass,Dairy,Dairy,2.45641,4.62136,6.03198,6.96381,7.1647,7.19441,7.28209,7.48418,7.6884,7.91078,8.21927,8.45389,8.72137,8.94886,9.17854,9.34447,9.50174,9.75331,9.81843,9.95417,10.2067,Mt,
