Labor inputs by ag tech
scenario,region,subsector,technology,input,sector,1990,2005,2015,2020,2035,2050,2065,2080,2095,Units,
"Reference,date=2024-12-2T14:54:18-08:00",China,MiscCrop_ZiyaHe,MiscCrop_ZiyaHe_IRR_hi,Labor_Ag,MiscCrop,0.0,0.0,0.0173483,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",China,MiscCrop_ZiyaHe,MiscCrop_ZiyaHe_IRR_lo,Labor_Ag,MiscCrop,0.0,0.0,0.0127903,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",China,MiscCrop_ZiyaHe,MiscCrop_ZiyaHe_RFD_hi,Labor_Ag,MiscCrop,0.0,0.0,0.0726909,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",China,MiscCrop_ZiyaHe,MiscCrop_ZiyaHe_RFD_lo,Labor_Ag,MiscCrop,0.0,0.0,0.0509733,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",China,Mixed,FeedCrops,Labor_Ag,Beef,0.0,0.0,0.00975,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",China,Mixed,FeedCrops,Labor_Ag,Dairy,0.0,0.0,0.0776609,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",China,Mixed,FeedCrops,Labor_Ag,Pork,0.0,0.0,2.36518,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",China,Mixed,FeedCrops,Labor_Ag,Poultry,0.0,0.0,0.732802,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",China,Mixed,FeedCrops,Labor_Ag,SheepGoat,0.0,0.0,0.0184399,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",China,Mixed,FodderHerb_Residue,Labor_Ag,Dairy,0.0,0.0,0.0789633,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",China,Mixed,FodderHerb_Residue,Labor_Ag,Pork,0.0,0.0,4.84764,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",China,Mixed,FodderHerb_Residue,Labor_Ag,Poultry,0.0,0.0,0.366487,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",China,Mixed,FodderHerb_Residue,Labor_Ag,SheepGoat,0.0,0.0,0.00486098,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",China,Mixed,Pasture_FodderGrass,Labor_Ag,Dairy,0.0,0.0,0.141035,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",China,Mixed,Pasture_FodderGrass,Labor_Ag,SheepGoat,0.0,0.0,0.419909,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",China,Mixed,Scavenging_Other,Labor_Ag,Dairy,0.0,0.0,0.015637,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",China,Mixed,Scavenging_Other,Labor_Ag,SheepGoat,0.0,0.0,0.0233327,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",China,NutsSeedsTree_AmurR,NutsSeedsTree_AmurR_IRR_hi,Labor_Ag,NutsSeeds,0.0,0.0,0.0140597,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",China,NutsSeedsTree_AmurR,NutsSeedsTree_AmurR_IRR_lo,Labor_Ag,NutsSeeds,0.0,0.0,0.0103648,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",China,NutsSeedsTree_AmurR,NutsSeedsTree_AmurR_RFD_hi,Labor_Ag,NutsSeeds,0.0,0.0,0.0519868,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",China,NutsSeedsTree_AmurR,NutsSeedsTree_AmurR_RFD_lo,Labor_Ag,NutsSeeds,0.0,0.0,0.0364532,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",China,NutsSeedsTree_BoHai,NutsSeedsTree_BoHai_IRR_hi,Labor_Ag,NutsSeeds,0.0,0.0,0.00469349,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",China,NutsSeedsTree_BoHai,NutsSeedsTree_BoHai_IRR_lo,Labor_Ag,NutsSeeds,0.0,0.0,0.00346002,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",China,NutsSeedsTree_BoHai,NutsSeedsTree_BoHai_RFD_hi,Labor_Ag,NutsSeeds,0.0,0.0,0.0281703,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",China,NutsSeedsTree_BoHai,NutsSeedsTree_BoHai_RFD_lo,Labor_Ag,NutsSeeds,0.0,0.0,0.019753,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",China,NutsSeedsTree_ChinaCst,NutsSeedsTree_ChinaCst_IRR_hi,Labor_Ag,NutsSeeds,0.0,0.0,0.0065722,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",China,NutsSeedsTree_ChinaCst,NutsSeedsTree_ChinaCst_IRR_lo,Labor_Ag,NutsSeeds,0.0,0.0,0.00484499,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",China,NutsSeedsTree_ChinaCst,NutsSeedsTree_ChinaCst_RFD_hi,Labor_Ag,NutsSeeds,0.0,0.0,0.0416356,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",China,NutsSeedsTree_ChinaCst,NutsSeedsTree_ChinaCst_RFD_lo,Labor_Ag,NutsSeeds,0.0,0.0,0.0291949,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",China,NutsSeedsTree_GangesR,NutsSeedsTree_GangesR_IRR_hi,Labor_Ag,NutsSeeds,0.0,0.0,2.33792E-4,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",China,NutsSeedsTree_GangesR,NutsSeedsTree_GangesR_IRR_lo,Labor_Ag,NutsSeeds,0.0,0.0,1.7236E-4,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",China,NutsSeedsTree_GangesR,NutsSeedsTree_GangesR_RFD_hi,Labor_Ag,NutsSeeds,0.0,0.0,1.82298E-4,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",China,NutsSeedsTree_GangesR,NutsSeedsTree_GangesR_RFD_lo,Labor_Ag,NutsSeeds,0.0,0.0,1.27837E-4,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",China,NutsSeedsTree_Gobi,NutsSeedsTree_Gobi_IRR_hi,Labor_Ag,NutsSeeds,0.0,0.0,0.00310281,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",China,NutsSeedsTree_Gobi,NutsSeedsTree_Gobi_IRR_lo,Labor_Ag,NutsSeeds,0.0,0.0,0.0022874,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",China,NutsSeedsTree_Gobi,NutsSeedsTree_Gobi_RFD_hi,Labor_Ag,NutsSeeds,0.0,0.0,0.00492474,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",China,NutsSeedsTree_Gobi,NutsSeedsTree_Gobi_RFD_lo,Labor_Ag,NutsSeeds,0.0,0.0,0.00345324,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",China,NutsSeedsTree_Hainan,NutsSeedsTree_Hainan_IRR_hi,Labor_Ag,NutsSeeds,0.0,0.0,4.69954E-5,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",China,NutsSeedsTree_Hainan,NutsSeedsTree_Hainan_IRR_lo,Labor_Ag,NutsSeeds,0.0,0.0,3.46548E-5,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",China,NutsSeedsTree_Hainan,NutsSeedsTree_Hainan_RFD_hi,Labor_Ag,NutsSeeds,0.0,0.0,0.00232947,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",China,NutsSeedsTree_Hainan,NutsSeedsTree_Hainan_RFD_lo,Labor_Ag,NutsSeeds,0.0,0.0,0.00163344,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",China,NutsSeedsTree_Hong,NutsSeedsTree_Hong_IRR_hi,Labor_Ag,NutsSeeds,0.0,0.0,5.64261E-4,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",China,NutsSeedsTree_Hong,NutsSeedsTree_Hong_IRR_lo,Labor_Ag,NutsSeeds,0.0,0.0,4.15971E-4,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",China,NutsSeedsTree_Hong,NutsSeedsTree_Hong_RFD_hi,Labor_Ag,NutsSeeds,0.0,0.0,0.00318574,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",China,NutsSeedsTree_Hong,NutsSeedsTree_Hong_RFD_lo,Labor_Ag,NutsSeeds,0.0,0.0,0.00223385,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",China,NutsSeedsTree_HuangHeR,NutsSeedsTree_HuangHeR_IRR_hi,Labor_Ag,NutsSeeds,0.0,0.0,0.00776952,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",China,NutsSeedsTree_HuangHeR,NutsSeedsTree_HuangHeR_IRR_lo,Labor_Ag,NutsSeeds,0.0,0.0,0.00572765,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",China,NutsSeedsTree_HuangHeR,NutsSeedsTree_HuangHeR_RFD_hi,Labor_Ag,NutsSeeds,0.0,0.0,0.0582354,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",China,NutsSeedsTree_HuangHeR,NutsSeedsTree_HuangHeR_RFD_lo,Labor_Ag,NutsSeeds,0.0,0.0,0.0408347,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",China,NutsSeedsTree_IrrawaddyR,NutsSeedsTree_IrrawaddyR_IRR_hi,Labor_Ag,NutsSeeds,0.0,0.0,2.38561E-4,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",China,NutsSeedsTree_IrrawaddyR,NutsSeedsTree_IrrawaddyR_IRR_lo,Labor_Ag,NutsSeeds,0.0,0.0,1.75866E-4,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",China,NutsSeedsTree_IrrawaddyR,NutsSeedsTree_IrrawaddyR_RFD_hi,Labor_Ag,NutsSeeds,0.0,0.0,5.81865E-4,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",China,NutsSeedsTree_IrrawaddyR,NutsSeedsTree_IrrawaddyR_RFD_lo,Labor_Ag,NutsSeeds,0.0,0.0,4.08014E-4,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",China,NutsSeedsTree_LBalkash,NutsSeedsTree_LBalkash_IRR_hi,Labor_Ag,NutsSeeds,0.0,0.0,0.00145417,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",China,NutsSeedsTree_LBalkash,NutsSeedsTree_LBalkash_IRR_lo,Labor_Ag,NutsSeeds,0.0,0.0,0.00107202,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",China,NutsSeedsTree_LBalkash,NutsSeedsTree_LBalkash_RFD_hi,Labor_Ag,NutsSeeds,0.0,0.0,3.39392E-4,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",China,NutsSeedsTree_LBalkash,NutsSeedsTree_LBalkash_RFD_lo,Labor_Ag,NutsSeeds,0.0,0.0,2.37982E-4,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",China,NutsSeedsTree_Mekong,NutsSeedsTree_Mekong_IRR_hi,Labor_Ag,NutsSeeds,0.0,0.0,3.59399E-4,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",China,NutsSeedsTree_Mekong,NutsSeedsTree_Mekong_IRR_lo,Labor_Ag,NutsSeeds,0.0,0.0,2.64937E-4,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",China,NutsSeedsTree_Mekong,NutsSeedsTree_Mekong_RFD_hi,Labor_Ag,NutsSeeds,0.0,0.0,0.00271311,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",China,NutsSeedsTree_Mekong,NutsSeedsTree_Mekong_RFD_lo,Labor_Ag,NutsSeeds,0.0,0.0,0.00190245,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",China,NutsSeedsTree_ObR,NutsSeedsTree_ObR_IRR_hi,Labor_Ag,NutsSeeds,0.0,0.0,3.54067E-4,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",China,NutsSeedsTree_ObR,NutsSeedsTree_ObR_IRR_lo,Labor_Ag,NutsSeeds,0.0,0.0,2.61036E-4,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",China,NutsSeedsTree_ObR,NutsSeedsTree_ObR_RFD_hi,Labor_Ag,NutsSeeds,0.0,0.0,1.55884E-4,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",China,NutsSeedsTree_ObR,NutsSeedsTree_ObR_RFD_lo,Labor_Ag,NutsSeeds,0.0,0.0,1.09315E-4,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",China,NutsSeedsTree_RusCstSE,NutsSeedsTree_RusCstSE_IRR_hi,Labor_Ag,NutsSeeds,0.0,0.0,1.66131E-4,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",China,NutsSeedsTree_RusCstSE,NutsSeedsTree_RusCstSE_IRR_lo,Labor_Ag,NutsSeeds,0.0,0.0,1.22481E-4,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",China,NutsSeedsTree_RusCstSE,NutsSeedsTree_RusCstSE_RFD_hi,Labor_Ag,NutsSeeds,0.0,0.0,6.43127E-4,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",China,NutsSeedsTree_RusCstSE,NutsSeedsTree_RusCstSE_RFD_lo,Labor_Ag,NutsSeeds,0.0,0.0,4.50961E-4,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",China,NutsSeedsTree_SChinaSea,NutsSeedsTree_SChinaSea_IRR_hi,Labor_Ag,NutsSeeds,0.0,0.0,6.46024E-4,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",China,NutsSeedsTree_SChinaSea,NutsSeedsTree_SChinaSea_IRR_lo,Labor_Ag,NutsSeeds,0.0,0.0,4.76226E-4,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",China,NutsSeedsTree_SChinaSea,NutsSeedsTree_SChinaSea_RFD_hi,Labor_Ag,NutsSeeds,0.0,0.0,0.00465703,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",China,NutsSeedsTree_SChinaSea,NutsSeedsTree_SChinaSea_RFD_lo,Labor_Ag,NutsSeeds,0.0,0.0,0.0032655,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",China,NutsSeedsTree_Salween,NutsSeedsTree_Salween_IRR_hi,Labor_Ag,NutsSeeds,0.0,0.0,1.73737E-4,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",China,NutsSeedsTree_Salween,NutsSeedsTree_Salween_IRR_lo,Labor_Ag,NutsSeeds,0.0,0.0,1.28078E-4,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",China,NutsSeedsTree_Salween,NutsSeedsTree_Salween_RFD_hi,Labor_Ag,NutsSeeds,0.0,0.0,0.00113547,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",China,NutsSeedsTree_Salween,NutsSeedsTree_Salween_RFD_lo,Labor_Ag,NutsSeeds,0.0,0.0,7.96203E-4,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",China,NutsSeedsTree_Tarim,NutsSeedsTree_Tarim_IRR_hi,Labor_Ag,NutsSeeds,0.0,0.0,0.00596446,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",China,NutsSeedsTree_Tarim,NutsSeedsTree_Tarim_IRR_lo,Labor_Ag,NutsSeeds,0.0,0.0,0.00439699,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",China,NutsSeedsTree_Tarim,NutsSeedsTree_Tarim_RFD_hi,Labor_Ag,NutsSeeds,0.0,0.0,3.56017E-4,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",China,NutsSeedsTree_Tarim,NutsSeedsTree_Tarim_RFD_lo,Labor_Ag,NutsSeeds,0.0,0.0,2.49639E-4,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",China,NutsSeedsTree_XunJiang,NutsSeedsTree_XunJiang_IRR_hi,Labor_Ag,NutsSeeds,0.0,0.0,0.00366052,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",China,NutsSeedsTree_XunJiang,NutsSeedsTree_XunJiang_IRR_lo,Labor_Ag,NutsSeeds,0.0,0.0,0.00269852,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",China,NutsSeedsTree_XunJiang,NutsSeedsTree_XunJiang_RFD_hi,Labor_Ag,NutsSeeds,0.0,0.0,0.0204832,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",China,NutsSeedsTree_XunJiang,NutsSeedsTree_XunJiang_RFD_lo,Labor_Ag,NutsSeeds,0.0,0.0,0.0143628,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",China,NutsSeedsTree_Yangtze,NutsSeedsTree_Yangtze_IRR_hi,Labor_Ag,NutsSeeds,0.0,0.0,0.0297866,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",China,NutsSeedsTree_Yangtze,NutsSeedsTree_Yangtze_IRR_lo,Labor_Ag,NutsSeeds,0.0,0.0,0.0219585,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",China,NutsSeedsTree_Yangtze,NutsSeedsTree_Yangtze_RFD_hi,Labor_Ag,NutsSeeds,0.0,0.0,0.132083,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",China,NutsSeedsTree_Yangtze,NutsSeedsTree_Yangtze_RFD_lo,Labor_Ag,NutsSeeds,0.0,0.0,0.0926168,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",China,NutsSeedsTree_ZiyaHe,NutsSeedsTree_ZiyaHe_IRR_hi,Labor_Ag,NutsSeeds,0.0,0.0,0.00654965,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",China,NutsSeedsTree_ZiyaHe,NutsSeedsTree_ZiyaHe_IRR_lo,Labor_Ag,NutsSeeds,0.0,0.0,0.00482836,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",China,NutsSeedsTree_ZiyaHe,NutsSeedsTree_ZiyaHe_RFD_hi,Labor_Ag,NutsSeeds,0.0,0.0,0.0400034,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",China,NutsSeedsTree_ZiyaHe,NutsSeedsTree_ZiyaHe_RFD_lo,Labor_Ag,NutsSeeds,0.0,0.0,0.0280504,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",China,NutsSeeds_AmurR,NutsSeeds_AmurR_IRR_hi,Labor_Ag,NutsSeeds,0.0,0.0,0.0110433,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",China,NutsSeeds_AmurR,NutsSeeds_AmurR_IRR_lo,Labor_Ag,NutsSeeds,0.0,0.0,0.00814107,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",China,NutsSeeds_AmurR,NutsSeeds_AmurR_RFD_hi,Labor_Ag,NutsSeeds,0.0,0.0,1.68968E-6,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",China,NutsSeeds_AmurR,NutsSeeds_AmurR_RFD_lo,Labor_Ag,NutsSeeds,0.0,0.0,1.19451E-6,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",China,NutsSeeds_BoHai,NutsSeeds_BoHai_IRR_hi,Labor_Ag,NutsSeeds,0.0,0.0,0.0400585,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",China,NutsSeeds_BoHai,NutsSeeds_BoHai_IRR_lo,Labor_Ag,NutsSeeds,0.0,0.0,0.0295309,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",China,NutsSeeds_BoHai,NutsSeeds_BoHai_RFD_hi,Labor_Ag,NutsSeeds,0.0,0.0,0.00956783,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",China,NutsSeeds_BoHai,NutsSeeds_BoHai_RFD_lo,Labor_Ag,NutsSeeds,0.0,0.0,0.00670896,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",China,NutsSeeds_ChinaCst,NutsSeeds_ChinaCst_IRR_hi,Labor_Ag,NutsSeeds,0.0,0.0,0.261195,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",China,NutsSeeds_ChinaCst,NutsSeeds_ChinaCst_IRR_lo,Labor_Ag,NutsSeeds,0.0,0.0,0.192552,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",China,NutsSeeds_ChinaCst,NutsSeeds_ChinaCst_RFD_hi,Labor_Ag,NutsSeeds,0.0,0.0,0.47223,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",China,NutsSeeds_ChinaCst,NutsSeeds_ChinaCst_RFD_lo,Labor_Ag,NutsSeeds,0.0,0.0,0.331128,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",China,NutsSeeds_Gobi,NutsSeeds_Gobi_IRR_hi,Labor_Ag,NutsSeeds,0.0,0.0,6.81634E-4,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",China,NutsSeeds_Gobi,NutsSeeds_Gobi_IRR_lo,Labor_Ag,NutsSeeds,0.0,0.0,5.02498E-4,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",China,NutsSeeds_Gobi,NutsSeeds_Gobi_RFD_hi,Labor_Ag,NutsSeeds,0.0,0.0,1.77966E-5,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",China,NutsSeeds_Gobi,NutsSeeds_Gobi_RFD_lo,Labor_Ag,NutsSeeds,0.0,0.0,1.24693E-5,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",China,NutsSeeds_Hainan,NutsSeeds_Hainan_IRR_hi,Labor_Ag,NutsSeeds,0.0,0.0,0.00282328,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",China,NutsSeeds_Hainan,NutsSeeds_Hainan_IRR_lo,Labor_Ag,NutsSeeds,0.0,0.0,0.00208133,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",China,NutsSeeds_Hainan,NutsSeeds_Hainan_RFD_hi,Labor_Ag,NutsSeeds,0.0,0.0,0.0156292,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",China,NutsSeeds_Hainan,NutsSeeds_Hainan_RFD_lo,Labor_Ag,NutsSeeds,0.0,0.0,0.0109592,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",China,NutsSeeds_Hong,NutsSeeds_Hong_IRR_hi,Labor_Ag,NutsSeeds,0.0,0.0,0.00224875,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",China,NutsSeeds_Hong,NutsSeeds_Hong_IRR_lo,Labor_Ag,NutsSeeds,0.0,0.0,0.00165777,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",China,NutsSeeds_Hong,NutsSeeds_Hong_RFD_hi,Labor_Ag,NutsSeeds,0.0,0.0,2.00403E-5,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
