Labor inputs by ag tech
scenario,region,subsector,technology,input,sector,1990,2005,2015,2020,2035,2050,2065,2080,2095,Units,
"Reference,date=2024-12-2T14:54:18-08:00",Europe_Eastern,FruitsTree_BlackSeaN,FruitsTree_BlackSeaN_IRR_hi,Labor_Ag,Fruits,0.0,0.0,2.02436E-5,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Europe_Eastern,FruitsTree_BlackSeaN,FruitsTree_BlackSeaN_IRR_lo,Labor_Ag,Fruits,0.0,0.0,1.49024E-5,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Europe_Eastern,FruitsTree_BlackSeaN,FruitsTree_BlackSeaN_RFD_hi,Labor_Ag,Fruits,0.0,0.0,0.0102316,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Europe_Eastern,FruitsTree_BlackSeaN,FruitsTree_BlackSeaN_RFD_lo,Labor_Ag,Fruits,0.0,0.0,0.00716905,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Europe_Eastern,FruitsTree_DanubeR,FruitsTree_DanubeR_IRR_hi,Labor_Ag,Fruits,0.0,0.0,3.15415E-4,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Europe_Eastern,FruitsTree_DanubeR,FruitsTree_DanubeR_IRR_lo,Labor_Ag,Fruits,0.0,0.0,2.3218E-4,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Europe_Eastern,FruitsTree_DanubeR,FruitsTree_DanubeR_RFD_hi,Labor_Ag,Fruits,0.0,0.0,0.00402652,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Europe_Eastern,FruitsTree_DanubeR,FruitsTree_DanubeR_RFD_lo,Labor_Ag,Fruits,0.0,0.0,0.0028213,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Europe_Eastern,FruitsTree_DaugavaR,FruitsTree_DaugavaR_IRR_hi,Labor_Ag,Fruits,0.0,0.0,1.11163E-8,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Europe_Eastern,FruitsTree_DaugavaR,FruitsTree_DaugavaR_IRR_lo,Labor_Ag,Fruits,0.0,0.0,9.81939E-9,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Europe_Eastern,FruitsTree_DaugavaR,FruitsTree_DaugavaR_RFD_hi,Labor_Ag,Fruits,0.0,0.0,6.91783E-4,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Europe_Eastern,FruitsTree_DaugavaR,FruitsTree_DaugavaR_RFD_lo,Labor_Ag,Fruits,0.0,0.0,4.84719E-4,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Europe_Eastern,FruitsTree_DnieperR,FruitsTree_DnieperR_IRR_hi,Labor_Ag,Fruits,0.0,0.0,2.11806E-7,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Europe_Eastern,FruitsTree_DnieperR,FruitsTree_DnieperR_IRR_lo,Labor_Ag,Fruits,0.0,0.0,1.55913E-7,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Europe_Eastern,FruitsTree_DnieperR,FruitsTree_DnieperR_RFD_hi,Labor_Ag,Fruits,0.0,0.0,0.013246,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Europe_Eastern,FruitsTree_DnieperR,FruitsTree_DnieperR_RFD_lo,Labor_Ag,Fruits,0.0,0.0,0.00928123,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Europe_Eastern,FruitsTree_DniesterR,FruitsTree_DniesterR_IRR_hi,Labor_Ag,Fruits,0.0,0.0,4.88067E-4,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Europe_Eastern,FruitsTree_DniesterR,FruitsTree_DniesterR_IRR_lo,Labor_Ag,Fruits,0.0,0.0,3.59272E-4,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Europe_Eastern,FruitsTree_DniesterR,FruitsTree_DniesterR_RFD_hi,Labor_Ag,Fruits,0.0,0.0,0.00694555,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Europe_Eastern,FruitsTree_DniesterR,FruitsTree_DniesterR_RFD_lo,Labor_Ag,Fruits,0.0,0.0,0.00486661,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Europe_Eastern,FruitsTree_DonR,FruitsTree_DonR_RFD_hi,Labor_Ag,Fruits,0.0,0.0,0.0018722,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Europe_Eastern,FruitsTree_DonR,FruitsTree_DonR_RFD_lo,Labor_Ag,Fruits,0.0,0.0,0.00131181,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Europe_Eastern,FruitsTree_NemanR,FruitsTree_NemanR_IRR_hi,Labor_Ag,Fruits,0.0,0.0,4.21131E-8,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Europe_Eastern,FruitsTree_NemanR,FruitsTree_NemanR_IRR_lo,Labor_Ag,Fruits,0.0,0.0,3.18157E-8,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Europe_Eastern,FruitsTree_NemanR,FruitsTree_NemanR_RFD_hi,Labor_Ag,Fruits,0.0,0.0,0.0012586,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Europe_Eastern,FruitsTree_NemanR,FruitsTree_NemanR_RFD_lo,Labor_Ag,Fruits,0.0,0.0,8.8188E-4,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Europe_Eastern,FruitsTree_NevaR,FruitsTree_NevaR_RFD_hi,Labor_Ag,Fruits,0.0,0.0,1.36432E-6,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Europe_Eastern,FruitsTree_NevaR,FruitsTree_NevaR_RFD_lo,Labor_Ag,Fruits,0.0,0.0,9.55149E-7,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Europe_Eastern,FruitsTree_WislaR,FruitsTree_WislaR_IRR_hi,Labor_Ag,Fruits,0.0,0.0,2.04059E-8,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Europe_Eastern,FruitsTree_WislaR,FruitsTree_WislaR_IRR_lo,Labor_Ag,Fruits,0.0,0.0,1.5021E-8,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Europe_Eastern,FruitsTree_WislaR,FruitsTree_WislaR_RFD_hi,Labor_Ag,Fruits,0.0,0.0,6.65663E-4,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Europe_Eastern,FruitsTree_WislaR,FruitsTree_WislaR_RFD_lo,Labor_Ag,Fruits,0.0,0.0,4.66418E-4,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Europe_Eastern,Fruits_BlackSeaN,Fruits_BlackSeaN_IRR_hi,Labor_Ag,Fruits,0.0,0.0,3.93408E-5,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Europe_Eastern,Fruits_BlackSeaN,Fruits_BlackSeaN_IRR_lo,Labor_Ag,Fruits,0.0,0.0,2.896E-5,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Europe_Eastern,Fruits_BlackSeaN,Fruits_BlackSeaN_RFD_hi,Labor_Ag,Fruits,0.0,0.0,0.00337682,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Europe_Eastern,Fruits_BlackSeaN,Fruits_BlackSeaN_RFD_lo,Labor_Ag,Fruits,0.0,0.0,0.00236607,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Europe_Eastern,Fruits_DanubeR,Fruits_DanubeR_IRR_hi,Labor_Ag,Fruits,0.0,0.0,2.48599E-4,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Europe_Eastern,Fruits_DanubeR,Fruits_DanubeR_IRR_lo,Labor_Ag,Fruits,0.0,0.0,1.82997E-4,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Europe_Eastern,Fruits_DanubeR,Fruits_DanubeR_RFD_hi,Labor_Ag,Fruits,0.0,0.0,0.00325163,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Europe_Eastern,Fruits_DanubeR,Fruits_DanubeR_RFD_lo,Labor_Ag,Fruits,0.0,0.0,0.00227836,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Europe_Eastern,Fruits_DaugavaR,Fruits_DaugavaR_RFD_hi,Labor_Ag,Fruits,0.0,0.0,6.53838E-5,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Europe_Eastern,Fruits_DaugavaR,Fruits_DaugavaR_RFD_lo,Labor_Ag,Fruits,0.0,0.0,4.5814E-5,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Europe_Eastern,Fruits_DnieperR,Fruits_DnieperR_IRR_hi,Labor_Ag,Fruits,0.0,0.0,1.6264E-6,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Europe_Eastern,Fruits_DnieperR,Fruits_DnieperR_IRR_lo,Labor_Ag,Fruits,0.0,0.0,1.19805E-6,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Europe_Eastern,Fruits_DnieperR,Fruits_DnieperR_RFD_hi,Labor_Ag,Fruits,0.0,0.0,0.00379354,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Europe_Eastern,Fruits_DnieperR,Fruits_DnieperR_RFD_lo,Labor_Ag,Fruits,0.0,0.0,0.00265806,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Europe_Eastern,Fruits_DniesterR,Fruits_DniesterR_IRR_hi,Labor_Ag,Fruits,0.0,0.0,5.42254E-4,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Europe_Eastern,Fruits_DniesterR,Fruits_DniesterR_IRR_lo,Labor_Ag,Fruits,0.0,0.0,3.99158E-4,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Europe_Eastern,Fruits_DniesterR,Fruits_DniesterR_RFD_hi,Labor_Ag,Fruits,0.0,0.0,0.00588312,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Europe_Eastern,Fruits_DniesterR,Fruits_DniesterR_RFD_lo,Labor_Ag,Fruits,0.0,0.0,0.00412219,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Europe_Eastern,Fruits_DonR,Fruits_DonR_IRR_hi,Labor_Ag,Fruits,0.0,0.0,4.30079E-7,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Europe_Eastern,Fruits_DonR,Fruits_DonR_IRR_lo,Labor_Ag,Fruits,0.0,0.0,3.15744E-7,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Europe_Eastern,Fruits_DonR,Fruits_DonR_RFD_hi,Labor_Ag,Fruits,0.0,0.0,6.82077E-4,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Europe_Eastern,Fruits_DonR,Fruits_DonR_RFD_lo,Labor_Ag,Fruits,0.0,0.0,4.77918E-4,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Europe_Eastern,Fruits_NemanR,Fruits_NemanR_RFD_hi,Labor_Ag,Fruits,0.0,0.0,1.02548E-4,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Europe_Eastern,Fruits_NemanR,Fruits_NemanR_RFD_lo,Labor_Ag,Fruits,0.0,0.0,7.18533E-5,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Europe_Eastern,Fruits_NevaR,Fruits_NevaR_RFD_hi,Labor_Ag,Fruits,0.0,0.0,2.0721E-7,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Europe_Eastern,Fruits_NevaR,Fruits_NevaR_RFD_lo,Labor_Ag,Fruits,0.0,0.0,1.45188E-7,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Europe_Eastern,Fruits_WislaR,Fruits_WislaR_IRR_hi,Labor_Ag,Fruits,0.0,0.0,2.28765E-9,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Europe_Eastern,Fruits_WislaR,Fruits_WislaR_RFD_hi,Labor_Ag,Fruits,0.0,0.0,1.11941E-4,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Europe_Eastern,Fruits_WislaR,Fruits_WislaR_RFD_lo,Labor_Ag,Fruits,0.0,0.0,7.84347E-5,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Europe_Eastern,Hardwood_Forest_BlackSeaN,Hardwood_Forest_BlackSeaN,Labor_Ag,Forest,0.0,0.0,0.0215165,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Europe_Eastern,Hardwood_Forest_DanubeR,Hardwood_Forest_DanubeR,Labor_Ag,Forest,0.0,0.0,0.0364726,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Europe_Eastern,Hardwood_Forest_DaugavaR,Hardwood_Forest_DaugavaR,Labor_Ag,Forest,0.0,0.0,0.0436119,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Europe_Eastern,Hardwood_Forest_DnieperR,Hardwood_Forest_DnieperR,Labor_Ag,Forest,0.0,0.0,0.308411,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Europe_Eastern,Hardwood_Forest_DniesterR,Hardwood_Forest_DniesterR,Labor_Ag,Forest,0.0,0.0,0.0415116,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Europe_Eastern,Hardwood_Forest_DonR,Hardwood_Forest_DonR,Labor_Ag,Forest,0.0,0.0,0.00325287,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Europe_Eastern,Hardwood_Forest_NemanR,Hardwood_Forest_NemanR,Labor_Ag,Forest,0.0,0.0,0.0551049,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Europe_Eastern,Hardwood_Forest_NevaR,Hardwood_Forest_NevaR,Labor_Ag,Forest,0.0,0.0,4.0695E-4,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Europe_Eastern,Hardwood_Forest_WislaR,Hardwood_Forest_WislaR,Labor_Ag,Forest,0.0,0.0,0.0222512,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Europe_Eastern,Legumes_BlackSeaN,Legumes_BlackSeaN_IRR_hi,Labor_Ag,Legumes,0.0,0.0,2.89883E-6,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Europe_Eastern,Legumes_BlackSeaN,Legumes_BlackSeaN_IRR_lo,Labor_Ag,Legumes,0.0,0.0,2.13466E-6,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Europe_Eastern,Legumes_BlackSeaN,Legumes_BlackSeaN_RFD_hi,Labor_Ag,Legumes,0.0,0.0,0.0023597,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Europe_Eastern,Legumes_BlackSeaN,Legumes_BlackSeaN_RFD_lo,Labor_Ag,Legumes,0.0,0.0,0.00165339,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Europe_Eastern,Legumes_DanubeR,Legumes_DanubeR_IRR_hi,Labor_Ag,Legumes,0.0,0.0,1.36526E-5,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Europe_Eastern,Legumes_DanubeR,Legumes_DanubeR_IRR_lo,Labor_Ag,Legumes,0.0,0.0,1.00491E-5,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Europe_Eastern,Legumes_DanubeR,Legumes_DanubeR_RFD_hi,Labor_Ag,Legumes,0.0,0.0,3.3592E-4,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Europe_Eastern,Legumes_DanubeR,Legumes_DanubeR_RFD_lo,Labor_Ag,Legumes,0.0,0.0,2.35372E-4,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Europe_Eastern,Legumes_DaugavaR,Legumes_DaugavaR_IRR_hi,Labor_Ag,Legumes,0.0,0.0,1.67392E-6,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Europe_Eastern,Legumes_DaugavaR,Legumes_DaugavaR_IRR_lo,Labor_Ag,Legumes,0.0,0.0,1.23299E-6,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Europe_Eastern,Legumes_DaugavaR,Legumes_DaugavaR_RFD_hi,Labor_Ag,Legumes,0.0,0.0,7.15772E-4,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Europe_Eastern,Legumes_DaugavaR,Legumes_DaugavaR_RFD_lo,Labor_Ag,Legumes,0.0,0.0,5.01527E-4,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Europe_Eastern,Legumes_DnieperR,Legumes_DnieperR_IRR_hi,Labor_Ag,Legumes,0.0,0.0,1.6004E-5,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Europe_Eastern,Legumes_DnieperR,Legumes_DnieperR_IRR_lo,Labor_Ag,Legumes,0.0,0.0,1.17799E-5,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Europe_Eastern,Legumes_DnieperR,Legumes_DnieperR_RFD_hi,Labor_Ag,Legumes,0.0,0.0,0.00672537,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Europe_Eastern,Legumes_DnieperR,Legumes_DnieperR_RFD_lo,Labor_Ag,Legumes,0.0,0.0,0.00471234,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Europe_Eastern,Legumes_DniesterR,Legumes_DniesterR_IRR_hi,Labor_Ag,Legumes,0.0,0.0,3.07037E-5,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Europe_Eastern,Legumes_DniesterR,Legumes_DniesterR_IRR_lo,Labor_Ag,Legumes,0.0,0.0,2.25997E-5,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Europe_Eastern,Legumes_DniesterR,Legumes_DniesterR_RFD_hi,Labor_Ag,Legumes,0.0,0.0,0.00235217,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Europe_Eastern,Legumes_DniesterR,Legumes_DniesterR_RFD_lo,Labor_Ag,Legumes,0.0,0.0,0.00164812,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Europe_Eastern,Legumes_DonR,Legumes_DonR_RFD_hi,Labor_Ag,Legumes,0.0,0.0,4.86972E-4,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Europe_Eastern,Legumes_DonR,Legumes_DonR_RFD_lo,Labor_Ag,Legumes,0.0,0.0,3.41213E-4,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Europe_Eastern,Legumes_NemanR,Legumes_NemanR_IRR_hi,Labor_Ag,Legumes,0.0,0.0,5.14317E-6,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Europe_Eastern,Legumes_NemanR,Legumes_NemanR_IRR_lo,Labor_Ag,Legumes,0.0,0.0,3.78675E-6,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Europe_Eastern,Legumes_NemanR,Legumes_NemanR_RFD_hi,Labor_Ag,Legumes,0.0,0.0,0.00125489,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Europe_Eastern,Legumes_NemanR,Legumes_NemanR_RFD_lo,Labor_Ag,Legumes,0.0,0.0,8.79274E-4,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Europe_Eastern,Legumes_NevaR,Legumes_NevaR_RFD_hi,Labor_Ag,Legumes,0.0,0.0,8.36648E-7,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Europe_Eastern,Legumes_NevaR,Legumes_NevaR_RFD_lo,Labor_Ag,Legumes,0.0,0.0,5.86914E-7,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Europe_Eastern,Legumes_WislaR,Legumes_WislaR_IRR_hi,Labor_Ag,Legumes,0.0,0.0,2.66226E-6,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Europe_Eastern,Legumes_WislaR,Legumes_WislaR_IRR_lo,Labor_Ag,Legumes,0.0,0.0,1.96052E-6,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Europe_Eastern,Legumes_WislaR,Legumes_WislaR_RFD_hi,Labor_Ag,Legumes,0.0,0.0,0.00131869,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Europe_Eastern,Legumes_WislaR,Legumes_WislaR_RFD_lo,Labor_Ag,Legumes,0.0,0.0,9.23976E-4,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Europe_Eastern,MiscCrop_BlackSeaN,MiscCrop_BlackSeaN_IRR_hi,Labor_Ag,MiscCrop,0.0,0.0,1.46955E-5,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Europe_Eastern,MiscCrop_BlackSeaN,MiscCrop_BlackSeaN_IRR_lo,Labor_Ag,MiscCrop,0.0,0.0,1.08204E-5,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Europe_Eastern,MiscCrop_BlackSeaN,MiscCrop_BlackSeaN_RFD_hi,Labor_Ag,MiscCrop,0.0,0.0,3.76157E-5,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Europe_Eastern,MiscCrop_BlackSeaN,MiscCrop_BlackSeaN_RFD_lo,Labor_Ag,MiscCrop,0.0,0.0,2.63566E-5,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Europe_Eastern,MiscCrop_DanubeR,MiscCrop_DanubeR_IRR_hi,Labor_Ag,MiscCrop,0.0,0.0,8.96916E-5,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Europe_Eastern,MiscCrop_DanubeR,MiscCrop_DanubeR_IRR_lo,Labor_Ag,MiscCrop,0.0,0.0,6.6026E-5,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Europe_Eastern,MiscCrop_DanubeR,MiscCrop_DanubeR_RFD_hi,Labor_Ag,MiscCrop,0.0,0.0,3.01935E-5,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Europe_Eastern,MiscCrop_DanubeR,MiscCrop_DanubeR_RFD_lo,Labor_Ag,MiscCrop,0.0,0.0,2.11589E-5,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Europe_Eastern,MiscCrop_DaugavaR,MiscCrop_DaugavaR_RFD_hi,Labor_Ag,MiscCrop,0.0,0.0,2.45121E-6,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Europe_Eastern,MiscCrop_DaugavaR,MiscCrop_DaugavaR_RFD_lo,Labor_Ag,MiscCrop,0.0,0.0,1.72369E-6,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Europe_Eastern,MiscCrop_DnieperR,MiscCrop_DnieperR_IRR_hi,Labor_Ag,MiscCrop,0.0,0.0,2.01144E-6,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
"Reference,date=2024-12-2T14:54:18-08:00",Europe_Eastern,MiscCrop_DnieperR,MiscCrop_DnieperR_IRR_lo,Labor_Ag,MiscCrop,0.0,0.0,1.47486E-6,0.0,0.0,0.0,0.0,0.0,0.0,mpl,
