meat and dairy production by tech
scenario,region,subsector,technology,output,sector,1990,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100,Units,
"Reference,date=2024-14-2T14:22:26-08:00",Africa_Eastern,Mixed,FeedCrops,Beef,Beef,0.0123841,0.0184554,0.0255638,0.0384381,0.0425475,0.0545558,0.0816663,0.110467,0.144486,0.182045,0.221341,0.269107,0.304422,0.369875,0.423916,0.493726,0.54988,0.588065,0.687967,0.71886,0.76709,Mt,
"Reference,date=2024-14-2T14:22:26-08:00",Africa_Eastern,Mixed,FeedCrops,Dairy,Dairy,0.223711,0.331765,0.415734,0.460871,0.473237,0.553073,0.751664,0.928606,1.12359,1.31841,1.52612,1.78473,1.96198,2.34831,2.65922,3.08339,3.44013,3.71308,4.34508,4.58049,4.9164,Mt,
"Reference,date=2024-14-2T14:22:26-08:00",Africa_Eastern,Mixed,FeedCrops,Pork,Pork,0.0199811,0.0340869,0.0479256,0.0631631,0.0690733,0.0806075,0.0998194,0.118245,0.138128,0.158724,0.178943,0.203322,0.222438,0.251285,0.276285,0.3029,0.325347,0.343412,0.371312,0.384379,0.39865,Mt,
"Reference,date=2024-14-2T14:22:26-08:00",Africa_Eastern,Mixed,FeedCrops,Poultry,Poultry,0.171982,0.171075,0.233658,0.320841,0.362012,0.424342,0.516935,0.611634,0.717843,0.833403,0.953418,1.08623,1.21027,1.35827,1.49733,1.63907,1.76915,1.88072,2.00974,2.08936,2.16535,Mt,
"Reference,date=2024-14-2T14:22:26-08:00",Africa_Eastern,Mixed,FeedCrops,SheepGoat,SheepGoat,0.004639,0.0079984,0.0102357,0.0097769,0.0109077,0.0128262,0.0159606,0.0192094,0.0229923,0.0272674,0.0319791,0.037388,0.0428958,0.0495677,0.0561426,0.0632491,0.0699537,0.0763811,0.0832775,0.0879541,0.0924849,Mt,
"Reference,date=2024-14-2T14:22:26-08:00",Africa_Eastern,Mixed,FodderHerb_Residue,Beef,Beef,0.0102537,0.0260894,0.0412998,0.0712015,0.0878189,0.108648,0.138668,0.177769,0.227517,0.2855,0.356278,0.427551,0.515282,0.595989,0.676563,0.757236,0.825778,0.907915,0.965865,1.02791,1.08875,Mt,
"Reference,date=2024-14-2T14:22:26-08:00",Africa_Eastern,Mixed,FodderHerb_Residue,Dairy,Dairy,0.908659,1.79915,2.36671,2.7535,3.13707,3.52568,4.06774,4.74713,5.61334,6.55626,7.78758,8.99011,10.5201,11.9802,13.4237,14.9376,16.2932,18.0443,19.1771,20.5555,21.8598,Mt,
"Reference,date=2024-14-2T14:22:26-08:00",Africa_Eastern,Mixed,FodderHerb_Residue,Pork,Pork,0.0819887,0.107269,0.126895,0.142714,0.161583,0.179688,0.202116,0.229535,0.26207,0.295054,0.334026,0.372568,0.418388,0.459787,0.50033,0.537284,0.568845,0.610317,0.631629,0.66347,0.690545,Mt,
"Reference,date=2024-14-2T14:22:26-08:00",Africa_Eastern,Mixed,FodderHerb_Residue,Poultry,Poultry,0.241393,0.284119,0.329694,0.423789,0.501557,0.583932,0.678577,0.7932,0.925595,1.07201,1.23693,1.39915,1.60034,1.76451,1.94311,2.10354,2.26174,2.44561,2.53236,2.66577,2.77184,Mt,
"Reference,date=2024-14-2T14:22:26-08:00",Africa_Eastern,Mixed,FodderHerb_Residue,SheepGoat,SheepGoat,0.006259,0.0134626,0.0196109,0.0214391,0.0250505,0.0294486,0.0353992,0.0423587,0.0505835,0.0600175,0.0709645,0.082511,0.0970747,0.110523,0.125336,0.140062,0.154739,0.171912,0.182466,0.195051,0.205818,Mt,
"Reference,date=2024-14-2T14:22:26-08:00",Africa_Eastern,Mixed,Pasture_FodderGrass,Beef,Beef,0.0849829,0.167223,0.251046,0.4115,0.457849,0.506327,0.56887,0.636534,0.710158,0.782553,0.854888,0.927082,0.977111,1.03831,1.0781,1.11363,1.13206,1.13739,1.16838,1.17797,1.19303,Mt,
