meat and dairy production by tech
scenario,region,subsector,technology,output,sector,1990,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100,Units,
"Reference,date=2024-14-2T14:22:28-08:00",Africa_Eastern,Mixed,FeedCrops,Beef,Beef,0.0123841,0.0184554,0.0255638,0.0384381,0.0427547,0.0558565,0.0797266,0.114725,0.144744,0.177024,0.220311,0.266275,0.310797,0.372272,0.456643,0.474647,0.506945,0.59869,0.626615,0.743873,0.783622,Mt,
"Reference,date=2024-14-2T14:22:28-08:00",Africa_Eastern,Mixed,FeedCrops,Dairy,Dairy,0.223711,0.331765,0.415734,0.460871,0.475,0.564152,0.73054,0.963249,1.12062,1.27787,1.51347,1.75424,1.99089,2.33892,2.82832,2.93248,3.14602,3.72185,3.91388,4.65109,4.95929,Mt,
"Reference,date=2024-14-2T14:22:28-08:00",Africa_Eastern,Mixed,FeedCrops,Pork,Pork,0.0199811,0.0340869,0.0479256,0.0631631,0.069299,0.0812521,0.098944,0.120749,0.138367,0.157412,0.17909,0.20251,0.224416,0.252335,0.285278,0.298909,0.316315,0.347875,0.361918,0.393708,0.402299,Mt,
"Reference,date=2024-14-2T14:22:28-08:00",Africa_Eastern,Mixed,FeedCrops,Poultry,Poultry,0.171982,0.171075,0.233658,0.320841,0.36297,0.426651,0.513983,0.618738,0.719362,0.830412,0.953965,1.08504,1.22064,1.36515,1.52988,1.63827,1.75657,1.90667,2.00035,2.14114,2.20438,Mt,
"Reference,date=2024-14-2T14:22:28-08:00",Africa_Eastern,Mixed,FeedCrops,SheepGoat,SheepGoat,0.004639,0.0079984,0.0102357,0.0097769,0.0109333,0.0129181,0.015838,0.0194474,0.0230317,0.0270527,0.0319248,0.037383,0.0433716,0.0499464,0.0578453,0.0632731,0.0693891,0.0776672,0.0829459,0.0909311,0.0949682,Mt,
"Reference,date=2024-14-2T14:22:28-08:00",Africa_Eastern,Mixed,FodderHerb_Residue,Beef,Beef,0.0102537,0.0260894,0.0412998,0.0712015,0.0874918,0.107972,0.138567,0.176068,0.225718,0.28142,0.351413,0.428712,0.513017,0.592277,0.675539,0.749235,0.816242,0.897366,0.956252,1.02381,1.07792,Mt,
"Reference,date=2024-14-2T14:22:28-08:00",Africa_Eastern,Mixed,FodderHerb_Residue,Dairy,Dairy,0.908659,1.79915,2.36671,2.7535,3.12055,3.48977,4.046,4.69697,5.54531,6.44338,7.65555,8.95426,10.4106,11.7817,13.232,14.6226,15.979,17.5678,18.784,20.0993,21.3783,Mt,
"Reference,date=2024-14-2T14:22:28-08:00",Africa_Eastern,Mixed,FodderHerb_Residue,Pork,Pork,0.0819887,0.107269,0.126895,0.142714,0.160503,0.177542,0.202058,0.227945,0.259674,0.292492,0.330331,0.371677,0.41345,0.453518,0.491362,0.528519,0.562555,0.597823,0.627016,0.650661,0.671453,Mt,
"Reference,date=2024-14-2T14:22:28-08:00",Africa_Eastern,Mixed,FodderHerb_Residue,Poultry,Poultry,0.241393,0.284119,0.329694,0.423789,0.500916,0.580444,0.680466,0.787954,0.922997,1.07153,1.23088,1.40397,1.59679,1.76236,1.92687,2.12015,2.29976,2.44123,2.58969,2.679,2.77634,Mt,
"Reference,date=2024-14-2T14:22:28-08:00",Africa_Eastern,Mixed,FodderHerb_Residue,SheepGoat,SheepGoat,0.006259,0.0134626,0.0196109,0.0214391,0.0250191,0.0293729,0.0354042,0.0422168,0.050473,0.0597361,0.0705248,0.0828907,0.0973184,0.110922,0.126002,0.14146,0.157102,0.172715,0.186641,0.198684,0.208715,Mt,
