meat and dairy production by tech
scenario,region,subsector,technology,output,sector,1990,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100,Units,
"Reference,date=2024-14-2T14:22:39-08:00",Africa_Eastern,Mixed,FeedCrops,Beef,Beef,0.0123841,0.0184554,0.0255638,0.0384381,0.044027,0.0565812,0.0796209,0.11485,0.147664,0.188882,0.22873,0.270756,0.318407,0.36514,0.435652,0.48873,0.54187,0.616621,0.689487,0.747681,0.833138,Mt,
"Reference,date=2024-14-2T14:22:39-08:00",Africa_Eastern,Mixed,FeedCrops,Dairy,Dairy,0.223711,0.331765,0.415734,0.460871,0.490876,0.575555,0.732127,0.970039,1.15227,1.37796,1.58282,1.79254,2.04448,2.30084,2.71209,3.02654,3.35466,3.85055,4.32683,4.71257,5.25471,Mt,
"Reference,date=2024-14-2T14:22:39-08:00",Africa_Eastern,Mixed,FeedCrops,Pork,Pork,0.0199811,0.0340869,0.0479256,0.0631631,0.0702049,0.0821343,0.0991232,0.120204,0.139423,0.16174,0.182169,0.20337,0.227713,0.250707,0.280153,0.30396,0.325869,0.351009,0.374795,0.392748,0.412031,Mt,
"Reference,date=2024-14-2T14:22:39-08:00",Africa_Eastern,Mixed,FeedCrops,Poultry,Poultry,0.171982,0.171075,0.233658,0.320841,0.365349,0.428471,0.514881,0.616734,0.720871,0.839112,0.960407,1.08703,1.22422,1.35623,1.50733,1.64277,1.77146,1.89866,2.02141,2.11933,2.21099,Mt,
"Reference,date=2024-14-2T14:22:39-08:00",Africa_Eastern,Mixed,FeedCrops,SheepGoat,SheepGoat,0.004639,0.0079984,0.0102357,0.0097769,0.0110205,0.0129805,0.0158426,0.0194101,0.0230809,0.0274822,0.0322332,0.0374752,0.0432867,0.0496135,0.0567898,0.0636056,0.0701734,0.0769802,0.0842484,0.0900713,0.0949133,Mt,
"Reference,date=2024-14-2T14:22:39-08:00",Africa_Eastern,Mixed,FodderHerb_Residue,Beef,Beef,0.0102537,0.0260894,0.0412998,0.0712015,0.0866923,0.107271,0.137731,0.177418,0.226039,0.283981,0.350988,0.429062,0.501865,0.596324,0.674053,0.756871,0.821702,0.896047,0.970401,1.03463,1.07212,Mt,
"Reference,date=2024-14-2T14:22:39-08:00",Africa_Eastern,Mixed,FodderHerb_Residue,Dairy,Dairy,0.908659,1.79915,2.36671,2.7535,3.10334,3.49436,4.0364,4.76184,5.59751,6.57365,7.70589,9.00576,10.2165,11.8967,13.2752,14.8062,16.0492,17.6237,19.1466,20.468,21.1975,Mt,
"Reference,date=2024-14-2T14:22:39-08:00",Africa_Eastern,Mixed,FodderHerb_Residue,Pork,Pork,0.0819887,0.107269,0.126895,0.142714,0.159322,0.178129,0.201463,0.229543,0.26113,0.295917,0.331454,0.372048,0.40987,0.458559,0.495525,0.536856,0.565837,0.60155,0.633858,0.661206,0.672277,Mt,
"Reference,date=2024-14-2T14:22:39-08:00",Africa_Eastern,Mixed,FodderHerb_Residue,Poultry,Poultry,0.241393,0.284119,0.329694,0.423789,0.497048,0.578269,0.679686,0.788024,0.919696,1.06163,1.22123,1.39926,1.56974,1.77045,1.93042,2.11426,2.26797,2.40684,2.54647,2.66812,2.72135,Mt,
"Reference,date=2024-14-2T14:22:39-08:00",Africa_Eastern,Mixed,FodderHerb_Residue,SheepGoat,SheepGoat,0.006259,0.0134626,0.0196109,0.0214391,0.0249104,0.0293057,0.0353144,0.0422266,0.050299,0.0595424,0.0702411,0.0826837,0.0953375,0.111275,0.125459,0.141474,0.155692,0.169471,0.184799,0.197747,0.20434,Mt,
