meat and dairy production by tech
scenario,region,subsector,technology,output,sector,1990,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100,Units,
"Reference,date=2024-14-2T14:22:37-08:00",Africa_Eastern,Mixed,FeedCrops,Beef,Beef,0.0123841,0.0184554,0.0255638,0.0384381,0.0427973,0.0570606,0.083368,0.111271,0.14767,0.188735,0.229618,0.272922,0.321632,0.378256,0.440572,0.500096,0.55129,0.629577,0.684981,0.748916,0.817697,Mt,
"Reference,date=2024-14-2T14:22:37-08:00",Africa_Eastern,Mixed,FeedCrops,Dairy,Dairy,0.223711,0.331765,0.415734,0.460871,0.477757,0.578391,0.764385,0.935226,1.14647,1.36848,1.57653,1.79399,2.05111,2.36297,2.71871,3.06859,3.37892,3.86347,4.21745,4.62963,5.07393,Mt,
"Reference,date=2024-14-2T14:22:37-08:00",Africa_Eastern,Mixed,FeedCrops,Pork,Pork,0.0199811,0.0340869,0.0479256,0.0631631,0.0696371,0.0821286,0.100664,0.119037,0.140012,0.161613,0.182952,0.205234,0.229303,0.25516,0.28208,0.307147,0.330014,0.356195,0.376558,0.395454,0.41292,Mt,
"Reference,date=2024-14-2T14:22:37-08:00",Africa_Eastern,Mixed,FeedCrops,Poultry,Poultry,0.171982,0.171075,0.233658,0.320841,0.363801,0.42891,0.519604,0.614765,0.723531,0.84105,0.964529,1.09423,1.23205,1.37561,1.5218,1.66223,1.79135,1.92695,2.03799,2.14264,2.2383,Mt,
"Reference,date=2024-14-2T14:22:37-08:00",Africa_Eastern,Mixed,FeedCrops,SheepGoat,SheepGoat,0.004639,0.0079984,0.0102357,0.0097769,0.010942,0.013003,0.0160538,0.0192796,0.0231469,0.0275283,0.0323414,0.0376883,0.0436928,0.0503023,0.057378,0.0644334,0.0711283,0.078561,0.0848428,0.0909274,0.0966695,Mt,
"Reference,date=2024-14-2T14:22:37-08:00",Africa_Eastern,Mixed,FodderHerb_Residue,Beef,Beef,0.0102537,0.0260894,0.0412998,0.0712015,0.0862768,0.107753,0.138448,0.175854,0.223815,0.282132,0.348942,0.423927,0.50331,0.585587,0.667294,0.747075,0.821121,0.893079,0.956559,1.0154,1.06802,Mt,
"Reference,date=2024-14-2T14:22:37-08:00",Africa_Eastern,Mixed,FodderHerb_Residue,Dairy,Dairy,0.908659,1.79915,2.36671,2.7535,3.09383,3.49594,4.04418,4.69669,5.51538,6.48918,7.59997,8.83651,10.1746,11.5855,13.0265,14.4822,15.8805,17.267,18.5278,19.7137,20.7794,Mt,
"Reference,date=2024-14-2T14:22:37-08:00",Africa_Eastern,Mixed,FodderHerb_Residue,Pork,Pork,0.0819887,0.107269,0.126895,0.142714,0.159865,0.177596,0.200667,0.227697,0.258619,0.292375,0.328452,0.367714,0.408094,0.448363,0.487181,0.524586,0.560932,0.591097,0.620154,0.642673,0.659642,Mt,
"Reference,date=2024-14-2T14:22:37-08:00",Africa_Eastern,Mixed,FodderHerb_Residue,Poultry,Poultry,0.241393,0.284119,0.329694,0.423789,0.498867,0.578584,0.676754,0.790663,0.917914,1.06129,1.22079,1.39483,1.57433,1.754,1.92929,2.10316,2.27112,2.40939,2.54485,2.65899,2.75244,Mt,
"Reference,date=2024-14-2T14:22:37-08:00",Africa_Eastern,Mixed,FodderHerb_Residue,SheepGoat,SheepGoat,0.006259,0.0134626,0.0196109,0.0214391,0.0249067,0.0293523,0.0353799,0.0422096,0.0502212,0.0595739,0.0702517,0.0825182,0.0960348,0.110599,0.125804,0.141301,0.156548,0.171109,0.18491,0.197334,0.208303,Mt,
"Reference,date=2024-14-2T14:22:37-08:00",Africa_Eastern,Mixed,Pasture_FodderGrass,Beef,Beef,0.0849829,0.167223,0.251046,0.4115,0.458713,0.504969,0.567649,0.63702,0.709977,0.783815,0.857182,0.922743,0.979998,1.02797,1.06688,1.09917,1.12394,1.14531,1.15817,1.17125,1.18265,Mt,
"Reference,date=2024-14-2T14:22:37-08:00",Africa_Eastern,Mixed,Pasture_FodderGrass,Dairy,Dairy,2.45641,4.62136,6.03198,6.96381,7.19152,7.1626,7.25335,7.44971,7.66979,7.91243,8.20318,8.46024,8.72187,8.9618,9.18554,9.4074,9.60594,9.79442,9.93134,10.0794,10.213,Mt,
"Reference,date=2024-14-2T14:22:37-08:00",Africa_Eastern,Mixed,Pasture_FodderGrass,SheepGoat,SheepGoat,0.185966,0.366499,0.510336,0.533611,0.610027,0.697479,0.809419,0.927536,1.05196,1.18435,1.32573,1.47354,1.62428,1.77258,1.91531,2.05196,2.1782,2.28912,2.38615,2.47127,2.54333,Mt,
