meat and dairy production by tech
scenario,region,subsector,technology,output,sector,1990,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100,Units,
"Reference,date=2024-14-2T14:22:41-08:00",Africa_Eastern,Mixed,FeedCrops,Beef,Beef,0.0123841,0.0184554,0.0255638,0.0384381,0.0438895,0.0548273,0.0802477,0.106702,0.139978,0.163204,0.200868,0.228482,0.283893,0.304024,0.350469,0.400439,0.454734,0.501861,0.540081,0.564726,0.621059,Mt,
"Reference,date=2024-14-2T14:22:41-08:00",Africa_Eastern,Mixed,FeedCrops,Dairy,Dairy,0.223711,0.331765,0.415734,0.460871,0.491364,0.558263,0.73783,0.898439,1.08741,1.18608,1.38049,1.50291,1.8094,1.89671,2.16009,2.44682,2.7757,3.06916,3.31232,3.47371,3.85131,Mt,
"Reference,date=2024-14-2T14:22:41-08:00",Africa_Eastern,Mixed,FeedCrops,Pork,Pork,0.0199811,0.0340869,0.0479256,0.0631631,0.070401,0.0810654,0.0996969,0.117513,0.137802,0.154359,0.175237,0.193252,0.219798,0.236272,0.259942,0.284527,0.309527,0.33115,0.347841,0.361547,0.378587,Mt,
"Reference,date=2024-14-2T14:22:41-08:00",Africa_Eastern,Mixed,FeedCrops,Poultry,Poultry,0.171982,0.171075,0.233658,0.320841,0.365751,0.425864,0.516761,0.610903,0.717087,0.821217,0.942438,1.05997,1.20446,1.3224,1.45969,1.59859,1.73369,1.85464,1.958,2.04593,2.13705,Mt,
"Reference,date=2024-14-2T14:22:41-08:00",Africa_Eastern,Mixed,FeedCrops,SheepGoat,SheepGoat,0.004639,0.0079984,0.0102357,0.0097769,0.0110256,0.0128508,0.0159017,0.0190801,0.0228149,0.0265,0.031179,0.0358467,0.0421727,0.0472454,0.0536653,0.0604758,0.0673692,0.0737923,0.0792818,0.0840938,0.0895364,Mt,
"Reference,date=2024-14-2T14:22:41-08:00",Africa_Eastern,Mixed,FodderHerb_Residue,Beef,Beef,0.0102537,0.0260894,0.0412998,0.0712015,0.0861332,0.107511,0.137811,0.17521,0.223215,0.279926,0.346713,0.420275,0.500974,0.580794,0.660317,0.739453,0.813773,0.882867,0.941643,0.997429,1.04543,Mt,
"Reference,date=2024-14-2T14:22:41-08:00",Africa_Eastern,Mixed,FodderHerb_Residue,Dairy,Dairy,0.908659,1.79915,2.36671,2.7535,3.09875,3.50662,4.0396,4.69055,5.50587,6.46224,7.56634,8.77832,10.1306,11.4971,12.9005,14.3062,15.7067,17.0497,18.2144,19.3247,20.3723,Mt,
"Reference,date=2024-14-2T14:22:41-08:00",Africa_Eastern,Mixed,FodderHerb_Residue,Pork,Pork,0.0819887,0.107269,0.126895,0.142714,0.160175,0.178845,0.201746,0.22835,0.260478,0.296803,0.333475,0.374723,0.413817,0.458757,0.498152,0.535866,0.572354,0.606188,0.633284,0.660856,0.677033,Mt,
"Reference,date=2024-14-2T14:22:41-08:00",Africa_Eastern,Mixed,FodderHerb_Residue,Poultry,Poultry,0.241393,0.284119,0.329694,0.423789,0.49695,0.581345,0.679766,0.794719,0.925343,1.08395,1.2458,1.43355,1.60595,1.81724,2.00051,2.17857,2.34304,2.49988,2.63873,2.78034,2.86824,Mt,
"Reference,date=2024-14-2T14:22:41-08:00",Africa_Eastern,Mixed,FodderHerb_Residue,SheepGoat,SheepGoat,0.006259,0.0134626,0.0196109,0.0214391,0.0249027,0.0292876,0.0353306,0.042164,0.0502303,0.0595628,0.070277,0.0825375,0.0961262,0.110684,0.125704,0.141235,0.156536,0.171403,0.184362,0.197231,0.208056,Mt,
"Reference,date=2024-14-2T14:22:41-08:00",Africa_Eastern,Mixed,Pasture_FodderGrass,Beef,Beef,0.0849829,0.167223,0.251046,0.4115,0.457875,0.507207,0.569531,0.639521,0.710811,0.790547,0.862373,0.931643,0.984618,1.04253,1.08278,1.11637,1.13832,1.15494,1.17433,1.18602,1.1873,Mt,
"Reference,date=2024-14-2T14:22:41-08:00",Africa_Eastern,Mixed,Pasture_FodderGrass,Dairy,Dairy,2.45641,4.62136,6.03198,6.96381,7.2038,7.23308,7.30251,7.49614,7.68582,8.00879,8.26835,8.55812,8.76525,9.09239,9.32832,9.53415,9.70685,9.86277,10.054,10.1832,10.2688,Mt,
"Reference,date=2024-14-2T14:22:41-08:00",Africa_Eastern,Mixed,Pasture_FodderGrass,SheepGoat,SheepGoat,0.185966,0.366499,0.510336,0.533611,0.609844,0.69709,0.810269,0.928945,1.05364,1.19213,1.33347,1.48667,1.6335,1.796,1.94238,2.08258,2.20721,2.32109,2.42496,2.51834,2.58155,Mt,
