meat and dairy production by tech
scenario,region,subsector,technology,output,sector,1990,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100,Units,
"Reference,date=2024-14-2T14:22:37-08:00",Africa_Eastern,Mixed,FeedCrops,Beef,Beef,0.0123841,0.0184554,0.0255638,0.0384381,0.0435589,0.0558953,0.0792572,0.118241,0.146982,0.177624,0.220992,0.269394,0.314367,0.375515,0.458655,0.480644,0.52341,0.606381,0.643094,0.768855,0.808204,Mt,
"Reference,date=2024-14-2T14:22:37-08:00",Africa_Eastern,Mixed,FeedCrops,Dairy,Dairy,0.223711,0.331765,0.415734,0.460871,0.483863,0.56493,0.726641,0.992246,1.13766,1.28232,1.51815,1.77495,2.01423,2.36052,2.84315,2.9722,3.2518,3.77615,4.02335,4.8115,5.12035,Mt,
"Reference,date=2024-14-2T14:22:37-08:00",Africa_Eastern,Mixed,FeedCrops,Pork,Pork,0.0199811,0.0340869,0.0479256,0.0631631,0.0697644,0.08123,0.0987482,0.121884,0.138886,0.157519,0.17919,0.203137,0.225143,0.25287,0.285457,0.299886,0.31932,0.348831,0.364214,0.397105,0.405414,Mt,
"Reference,date=2024-14-2T14:22:37-08:00",Africa_Eastern,Mixed,FeedCrops,Poultry,Poultry,0.171982,0.171075,0.233658,0.320841,0.364279,0.426661,0.513537,0.62178,0.720677,0.830684,0.954035,1.08673,1.2224,1.36654,1.53057,1.64105,1.76589,1.90905,2.00844,2.15175,2.21347,Mt,
"Reference,date=2024-14-2T14:22:37-08:00",Africa_Eastern,Mixed,FeedCrops,SheepGoat,SheepGoat,0.004639,0.0079984,0.0102357,0.0097769,0.0109914,0.0129143,0.0158131,0.0195974,0.0231098,0.0270737,0.0319426,0.0374917,0.0434861,0.0500491,0.0578964,0.0634715,0.0700066,0.0779112,0.0835155,0.0917188,0.0956952,Mt,
"Reference,date=2024-14-2T14:22:37-08:00",Africa_Eastern,Mixed,FodderHerb_Residue,Beef,Beef,0.0102537,0.0260894,0.0412998,0.0712015,0.0876078,0.108085,0.138499,0.176529,0.22623,0.281695,0.351787,0.429297,0.513586,0.592741,0.675915,0.74983,0.817635,0.898209,0.957941,1.0267,1.08056,Mt,
"Reference,date=2024-14-2T14:22:37-08:00",Africa_Eastern,Mixed,FodderHerb_Residue,Dairy,Dairy,0.908659,1.79915,2.36671,2.7535,3.12403,3.49579,4.04652,4.70571,5.55509,6.44999,7.663,8.96569,10.4223,11.7952,13.2491,14.6441,16.0178,17.6079,18.8411,20.1648,21.4424,Mt,
"Reference,date=2024-14-2T14:22:37-08:00",Africa_Eastern,Mixed,FodderHerb_Residue,Pork,Pork,0.0819887,0.107269,0.126895,0.142714,0.160452,0.177635,0.202112,0.227476,0.259456,0.292494,0.330375,0.37126,0.413121,0.453114,0.491221,0.527781,0.560302,0.597071,0.624819,0.648138,0.669082,Mt,
"Reference,date=2024-14-2T14:22:37-08:00",Africa_Eastern,Mixed,FodderHerb_Residue,Poultry,Poultry,0.241393,0.284119,0.329694,0.423789,0.499898,0.580533,0.680969,0.785019,0.921354,1.07116,1.23051,1.40175,1.59426,1.76004,1.92585,2.11607,2.28828,2.43699,2.57969,2.66679,2.76442,Mt,
"Reference,date=2024-14-2T14:22:37-08:00",Africa_Eastern,Mixed,FodderHerb_Residue,SheepGoat,SheepGoat,0.006259,0.0134626,0.0196109,0.0214391,0.0250343,0.0293636,0.0353929,0.0422308,0.0504959,0.0597478,0.0705465,0.0829168,0.0973374,0.110936,0.126005,0.141474,0.157109,0.172863,0.186638,0.198781,0.208841,Mt,
"Reference,date=2024-14-2T14:22:37-08:00",Africa_Eastern,Mixed,Pasture_FodderGrass,Beef,Beef,0.0849829,0.167223,0.251046,0.4115,0.458097,0.505497,0.568034,0.636971,0.708204,0.781788,0.853496,0.920767,0.973273,1.02847,1.0729,1.0956,1.1068,1.13018,1.13948,1.16909,1.17403,Mt,
"Reference,date=2024-14-2T14:22:37-08:00",Africa_Eastern,Mixed,Pasture_FodderGrass,Dairy,Dairy,2.45641,4.62136,6.03198,6.96381,7.14099,7.14718,7.25997,7.4351,7.62442,7.85674,8.1704,8.45987,8.698,9.02002,9.27646,9.44769,9.58392,9.80253,9.92461,10.1777,10.3425,Mt,
"Reference,date=2024-14-2T14:22:37-08:00",Africa_Eastern,Mixed,Pasture_FodderGrass,SheepGoat,SheepGoat,0.185966,0.366499,0.510336,0.533611,0.610394,0.697294,0.809775,0.926768,1.05259,1.18671,1.32473,1.47271,1.62711,1.7727,1.91733,2.05207,2.17618,2.29275,2.38943,2.47921,2.54223,Mt,
"Reference,date=2024-14-2T14:22:37-08:00",Africa_Eastern,Mixed,Scavenging_Other,Beef,Beef,0.0056677,0.011149,0.016734,0.02743,0.0310079,0.0306668,0.0356467,0.0392321,0.0417296,0.0463195,0.0525007,0.0580892,0.0625885,0.0671799,0.073125,0.0758902,0.0783103,0.0856323,0.0896524,0.0924443,0.0959769,Mt,
"Reference,date=2024-14-2T14:22:37-08:00",Africa_Eastern,Mixed,Scavenging_Other,Dairy,Dairy,0.189169,0.35511,0.462481,0.532775,0.51994,0.455102,0.468265,0.464854,0.459246,0.477653,0.51572,0.549751,0.578973,0.611118,0.655625,0.677496,0.700149,0.762415,0.798277,0.819889,0.852,Mt,
"Reference,date=2024-14-2T14:22:37-08:00",Africa_Eastern,Mixed,Scavenging_Other,SheepGoat,SheepGoat,0.0219065,0.0431595,0.0601008,0.0629144,0.0748591,0.0896122,0.11036,0.133577,0.160704,0.192037,0.226641,0.2669,0.314567,0.358951,0.410159,0.46244,0.51579,0.56996,0.617751,0.656572,0.685726,Mt,
"Reference,date=2024-14-2T14:22:37-08:00",Africa_Eastern,Pastoral,Pasture_FodderGrass,Beef,Beef,0.789637,1.1224,1.23967,1.49336,1.6851,1.89946,2.14677,2.38085,2.61355,2.84002,3.00247,3.12799,3.18427,3.23502,3.21451,3.19195,3.10521,3.02347,2.96209,2.87488,2.79944,Mt,
"Reference,date=2024-14-2T14:22:37-08:00",Africa_Eastern,Pastoral,Pasture_FodderGrass,Dairy,Dairy,6.1079,10.6697,10.8832,9.74697,11.8199,14.3394,17.1078,19.8451,22.6653,25.4878,27.8054,29.9739,31.9571,33.5546,34.7824,35.9085,36.5398,36.8605,37.1475,37.1583,36.7998,Mt,
