meat and dairy production by tech
scenario,region,subsector,technology,output,sector,1990,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100,Units,
"Reference,date=2024-14-2T14:22:20-08:00",Africa_Eastern,Mixed,FeedCrops,Beef,Beef,0.0123841,0.0184554,0.0255638,0.0384381,0.0405974,0.0559193,0.0817761,0.104693,0.138746,0.172981,0.216792,0.254478,0.296732,0.355815,0.443359,0.439896,0.454577,0.557769,0.564936,0.658678,0.694153,Mt,
"Reference,date=2024-14-2T14:22:20-08:00",Africa_Eastern,Mixed,FeedCrops,Dairy,Dairy,0.223711,0.331765,0.415734,0.460871,0.450839,0.563905,0.748268,0.880086,1.07466,1.24817,1.48916,1.67549,1.90024,2.233,2.74053,2.71449,2.81561,3.4587,3.52099,4.11687,4.38965,Mt,
"Reference,date=2024-14-2T14:22:20-08:00",Africa_Eastern,Mixed,FeedCrops,Pork,Pork,0.0199811,0.0340869,0.0479256,0.0631631,0.0679684,0.0814152,0.0999872,0.117155,0.136884,0.156383,0.178242,0.19989,0.221166,0.248955,0.283185,0.291629,0.305306,0.340667,0.351039,0.379861,0.388367,Mt,
"Reference,date=2024-14-2T14:22:20-08:00",Africa_Eastern,Mixed,FeedCrops,Poultry,Poultry,0.171982,0.171075,0.233658,0.320841,0.359111,0.426899,0.516219,0.608947,0.715193,0.827301,0.951962,1.07686,1.21135,1.35483,1.52254,1.6168,1.72192,1.88582,1.96459,2.0984,2.16302,Mt,
"Reference,date=2024-14-2T14:22:20-08:00",Africa_Eastern,Mixed,FeedCrops,SheepGoat,SheepGoat,0.004639,0.0079984,0.0102357,0.0097769,0.0107647,0.0129375,0.0159581,0.0189727,0.0227996,0.0268853,0.0317993,0.0369281,0.0428406,0.0493368,0.0574126,0.0619562,0.0672165,0.0762063,0.0805673,0.087983,0.0919898,Mt,
"Reference,date=2024-14-2T14:22:20-08:00",Africa_Eastern,Mixed,FodderHerb_Residue,Beef,Beef,0.0102537,0.0260894,0.0412998,0.0712015,0.0873358,0.107688,0.138519,0.175168,0.224601,0.280732,0.350625,0.427457,0.511781,0.590815,0.673898,0.746406,0.811897,0.892822,0.949735,1.01394,1.06769,Mt,
"Reference,date=2024-14-2T14:22:20-08:00",Africa_Eastern,Mixed,FodderHerb_Residue,Dairy,Dairy,0.908659,1.79915,2.36671,2.7535,3.11343,3.47491,4.03849,4.68117,5.52316,6.42586,7.63914,8.92589,10.3877,11.7434,13.1764,14.5601,15.8787,17.4519,18.6346,19.9198,21.1862,Mt,
"Reference,date=2024-14-2T14:22:20-08:00",Africa_Eastern,Mixed,FodderHerb_Residue,Pork,Pork,0.0819887,0.107269,0.126895,0.142714,0.160791,0.177279,0.202074,0.229566,0.260552,0.29306,0.330505,0.373855,0.41558,0.456033,0.492902,0.532976,0.570204,0.602077,0.635285,0.659605,0.680139,Mt,
"Reference,date=2024-14-2T14:22:20-08:00",Africa_Eastern,Mixed,FodderHerb_Residue,Poultry,Poultry,0.241393,0.284119,0.329694,0.423789,0.50422,0.580121,0.678025,0.797779,0.92798,1.07498,1.23352,1.41376,1.60849,1.77538,1.9351,2.14631,2.34131,2.46708,2.6321,2.72786,2.82638,Mt,
"Reference,date=2024-14-2T14:22:20-08:00",Africa_Eastern,Mixed,FodderHerb_Residue,SheepGoat,SheepGoat,0.006259,0.0134626,0.0196109,0.0214391,0.024995,0.0293986,0.0354505,0.0421936,0.0504327,0.0597291,0.0704963,0.0829105,0.0973503,0.110998,0.126075,0.141585,0.157263,0.172591,0.186796,0.198741,0.208663,Mt,
